t,l,EEG Fp1_Delta.dB,EEG Fp1_Alpha.dB,EEG F3_Delta.dB,EEG F3_Alpha.dB,EEG C3_Delta.dB,EEG C3_Alpha.dB,EEG P3_Delta.dB,EEG P3_Alpha.dB,EEG O1_Delta.dB,EEG O1_Alpha.dB,EEG F7_Delta.dB,EEG F7_Alpha.dB,EEG T3_Delta.dB,EEG T3_Alpha.dB,EEG T5_Delta.dB,EEG T5_Alpha.dB,EEG Fc1_Delta.dB,EEG Fc1_Alpha.dB,EEG Fc5_Delta.dB,EEG Fc5_Alpha.dB,EEG Cp1_Delta.dB,EEG Cp1_Alpha.dB,EEG Cp5_Delta.dB,EEG Cp5_Alpha.dB,EEG F9_Delta.dB,EEG F9_Alpha.dB,EEG Fz_Delta.dB,EEG Fz_Alpha.dB,EEG Cz_Delta.dB,EEG Cz_Alpha.dB,EEG Pz_Delta.dB,EEG Pz_Alpha.dB,EEG Fp2_Delta.dB,EEG Fp2_Alpha.dB,EEG F4_Delta.dB,EEG F4_Alpha.dB,EEG C4_Delta.dB,EEG C4_Alpha.dB,EEG P4_Delta.dB,EEG P4_Alpha.dB,EEG O2_Delta.dB,EEG O2_Alpha.dB,EEG F8_Delta.dB,EEG F8_Alpha.dB,EEG T4_Delta.dB,EEG T4_Alpha.dB,EEG T6_Delta.dB,EEG T6_Alpha.dB,EEG Fc2_Delta.dB,EEG Fc2_Alpha.dB,EEG Fc6_Delta.dB,EEG Fc6_Alpha.dB,EEG Cp2_Delta.dB,EEG Cp2_Alpha.dB,EEG Cp6_Delta.dB,EEG Cp6_Alpha.dB,EEG F10_Delta.dB,EEG F10_Alpha.dB
2092.0,1,-76.83224518525236,-94.63911877000675,-88.60051277361396,-95.2975832300855,-80.28318461480939,-95.8115122303807,-77.42583994656721,-94.75014400831112,-75.74862765455485,-93.34377882265733,-85.61547240381414,-96.28423456785691,-79.07841669949251,-95.77215374053188,-77.05465411194159,-93.50949359388564,-81.16132052799195,-96.81432681383572,-82.56886474286539,-96.73184017980724,-78.6234978326469,-95.50489582558964,-78.32515161389202,-94.92859995994179,-78.07160196278272,-95.52538882922838,-88.01505526290788,-97.97597414878626,-79.90075830665428,-96.66356433598926,-76.93892989513942,-94.8669094040506,-79.7453039286373,-95.41361712370119,-81.09414574162963,-94.80009331041563,-78.05597993479216,-94.48564169797177,-76.04424835998954,-94.41535318266264,-75.05961028163172,-92.8611768222895,-77.11479227469613,-95.44041446862197,-76.36776895194035,-93.90395669697881,-75.66736256716243,-92.46346287134423,-80.36563997974426,-96.32826231499556,-77.91018737121901,-94.5734314813125,-78.37350410909383,-95.58507734000406,-77.04264255474592,-94.46749290575983,-73.53790922381522,-92.96217511612461
2094.0,1,-74.49719105154895,-93.47376317789679,-89.76021643971087,-95.24268053320057,-77.61212196822841,-93.86282437639721,-75.91461096272471,-92.65073349139206,-73.38675959080906,-91.90949820418778,-83.0456706611254,-92.96715183607809,-77.29101261454,-92.2273641029458,-74.9357771973619,-93.15464752206994,-79.13299589708504,-94.15583245443523,-80.49004204634402,-93.72152250446194,-76.32353719601399,-93.22321197799467,-76.41401939166205,-93.42433098652344,-75.76722722892204,-90.27936035628683,-84.27643295711519,-97.20260408146302,-77.53221538710297,-94.61831206607229,-75.73667245041997,-93.69709361601738,-77.3263693924907,-92.35084481306399,-79.834772972524,-95.19845899375156,-76.2712563597796,-94.54241520084013,-75.18113160210194,-94.29016916293621,-73.87578861861088,-92.07001755647624,-76.6261722768836,-94.8304168916591,-74.05178576305703,-93.29314775889574,-74.47984859994422,-91.8698070496655,-77.63741082383766,-94.75103324806275,-75.85420335183942,-95.14987614959394,-75.87600322050523,-94.64808260324392,-74.81233973448413,-94.3592960425957,-71.72775729268565,-92.28291853648594
2096.0,1,-76.33675317022855,-96.72920348044178,-88.31676290882959,-96.87343253368667,-78.2524626967678,-96.91580894607773,-76.97434777076647,-96.3048684560296,-75.45654722041624,-94.65316198876945,-82.45542752355706,-96.169045658162,-77.31819223561257,-95.61550728763577,-76.4374483540251,-95.54700826580914,-80.51947125608655,-97.85837201793885,-79.97600369091904,-97.04466872097069,-77.72460660685573,-96.40387499794221,-77.16616682488147,-96.41056297649614,-76.09270157612565,-94.26181696812243,-86.96828481202704,-98.78777706884314,-79.495220954457,-96.57712299422624,-77.7054514588872,-96.47942062445722,-78.38977334839359,-95.74797515494431,-81.99046827562893,-96.6773032439069,-78.52770633730337,-97.64213849085621,-77.21164517908646,-95.8150795499528,-76.06219019857124,-93.22413428642875,-77.9079898469429,-94.82808290204184,-76.1230918273812,-94.68646522557054,-75.93202223800486,-93.25293410490802,-79.16614298885814,-97.2593550857463,-77.78622052569987,-95.97805355209184,-77.21489337557267,-96.9399235421305,-76.90631970862606,-95.16372785540415,-72.8706017326634,-92.92140971085942
2098.0,1,-76.91722841927798,-92.66904789657306,-85.47648414028845,-93.12671274871019,-81.60367168351672,-94.61021192514836,-79.95190178843288,-94.27297253465127,-78.89634248732062,-92.0978079070013,-76.32408802051994,-89.49029337915297,-81.81419516723909,-92.53044337270168,-78.98583191080915,-93.00866298455624,-83.54640878635438,-95.1560596599864,-84.2156053281366,-94.13101371205863,-80.18678077852188,-94.44713344137702,-81.03023511908003,-93.75844463742558,-79.53293940916835,-90.59512022474188,-85.55588691621237,-97.30758911049568,-81.39617701028581,-94.94570843977237,-80.80688529203485,-93.93982408091206,-80.91999655546789,-92.20490593347364,-80.73825013328376,-95.20829855448369,-80.23357137784146,-93.27433646875109,-79.03924846107248,-92.59940107406243,-77.43475649605337,-90.95905815433622,-73.5029954663385,-89.16258033516748,-75.89680805552635,-90.91834727121294,-76.05509192088233,-90.05729642690831,-80.99573532089236,-94.35675495656513,-77.4794075234459,-92.49201766918289,-79.54234423401343,-94.23597175826929,-76.98515257018907,-92.10606681215957,-72.11548278814702,-89.12678650190232
2100.0,1,-73.86193918200222,-93.47160325778077,-88.77684459776466,-94.38546173608637,-78.38884263969264,-95.93802072785267,-74.82629483714172,-95.04309436944708,-74.1783728989387,-92.68680508205703,-80.1183968785849,-95.8369630108941,-76.80658169942411,-94.35844212709011,-74.17556926085977,-93.44304675276086,-79.3915628959519,-96.47362367483935,-80.78212319186972,-95.42625459343432,-76.27844791821276,-96.07320574732145,-75.700015522275,-94.78744614494173,-75.91792764191703,-92.4008668598723,-84.18901702198966,-97.89087202613699,-77.41321305970972,-96.65155492801017,-75.29344216103298,-95.03733128104754,-77.51077296058862,-95.44498764332815,-77.9507662823061,-94.60558722307199,-75.76669469221781,-94.26247106278667,-74.38667620542515,-93.3990976997495,-73.41183026016233,-92.11053619603051,-73.61698380592229,-95.32988671963818,-73.06194010682931,-93.40803632283843,-72.75878952348339,-91.81681009586859,-77.24933484384339,-95.41273256642913,-74.56534639291941,-95.20377634597742,-75.78752708785225,-94.43778688338372,-74.06095833226563,-93.15262844592836,-69.985703391759,-92.37976150355797
2102.0,1,-74.94645533532596,-95.49112837963983,-86.99665900283334,-95.68726340319355,-77.81311874348744,-97.16565552031953,-76.29927947267349,-95.55960884721416,-74.92869571263084,-92.94207639552204,-84.89305776001416,-93.20753943267043,-77.51675855683082,-94.59134991905204,-75.3197964460035,-95.1461841256511,-79.30442989421472,-97.58171717325172,-80.30170291636747,-96.10306319357431,-76.79835553210859,-96.50617163866701,-76.8278559777317,-95.52034544823553,-76.25070935879938,-93.52867246133138,-69.90786932762644,-89.56878904811623,-77.86369371539038,-96.69754204934566,-76.83763268164482,-95.39347473816291,-76.9401413376428,-95.01382010354293,-80.47557736669232,-95.46592784948837,-77.12997925196521,-96.10041880055194,-75.90428815142745,-94.32860263380648,-74.64385776313166,-91.80687499485907,-77.46192674268151,-94.75283350999682,-74.96392013235274,-93.20813527548147,-73.90057045889127,-92.83199862209602,-77.71419698599183,-97.0819587454786,-77.01387673847526,-95.17085564995998,-76.67068184945789,-96.08339729747676,-75.29298192504663,-93.53670982940284,-72.55875311070565,-92.63247648567747
2104.0,1,-75.69216239930037,-93.67182836774988,-86.41188207997516,-95.1296873617605,-78.46001753387921,-95.49927966555516,-76.94425400021117,-93.82851876843871,-75.65083777826868,-92.03692096118641,-81.41117060386046,-95.63158316189914,-77.6303409914529,-94.4166380832648,-76.62240922717518,-92.99633423825762,-79.22540464629196,-96.11762564358783,-79.81047447430501,-96.0709623969772,-77.36840310163151,-93.95557002877425,-77.17988089370631,-94.48579709606904,-76.0637930117291,-92.98461043708579,-76.87963517083504,-96.17527116443497,-77.66857385743936,-94.74860390314204,-76.95138878802359,-93.87346062957431,-77.46932882325271,-93.53311250544519,-83.18616659975434,-94.92239886966254,-78.33082365565726,-95.30834624741064,-76.77202161547358,-94.47631489459012,-76.43088801132618,-92.60061645362353,-79.51760900006104,-95.11671537266024,-78.17801058605008,-94.12531769760338,-75.97467974933403,-92.81466729587476,-79.88891097426632,-94.21340231969204,-80.18953898818539,-95.09770636774323,-77.50249742704014,-94.43386403174156,-76.98458755651129,-94.49312548521787,-76.14874821068847,-93.00460025482573
2106.0,1,-86.18965666340755,-94.15953710666551,-92.3605749065166,-96.16683080427363,-87.02553018822287,-97.07735368159885,-86.29461353411332,-95.88961165500847,-84.26930762032966,-93.65348244806535,-83.69905616496892,-94.35268635941924,-87.4815591654656,-96.4350075599019,-83.77131178446987,-94.87122585738226,-90.13469088016676,-98.01574675672913,-91.28652810560082,-97.22400951183842,-86.98072209825882,-96.5095081538354,-86.22720308449742,-96.18337001316479,-85.53980724839906,-96.28963247797262,-87.02094866475508,-98.16969385049767,-88.70373382215341,-97.86996489633324,-86.34698871155038,-96.42283485684874,-90.63447352924248,-97.74084208577551,-83.42472800487107,-95.64507755311153,-87.16090402797015,-96.56375974063307,-87.13961331850717,-96.0406264207799,-85.46659970234674,-93.95127248626217,-75.44206141228368,-94.6355282166251,-80.50661760178843,-94.84990340196569,-83.87548186984887,-94.45440785409932,-86.44079277386999,-96.46107326615707,-81.06736011747262,-95.8468859088586,-87.82349414198677,-96.78197103481153,-84.28415122607865,-95.04483288034697,-75.1464333435341,-95.3916810011016
2108.0,1,-83.64994037547723,-93.91839802674171,-91.97318140547524,-95.86975817103311,-89.11349997318248,-97.844843528621,-86.47486573529376,-96.9286771448047,-84.17285456452758,-95.03906150551259,-80.43954089275175,-91.17369034836955,-86.88336122778577,-95.75954980786521,-85.31450366432921,-94.87741494594349,-89.82939142286395,-98.26933169922015,-87.93252984261491,-96.60810552058153,-87.65799912755591,-97.18484348145934,-87.30325335050551,-97.68141521854325,-85.75335037847522,-94.30994849961137,-92.60787419475706,-98.18400302677799,-87.87452320733523,-97.89417985209381,-85.60221613458123,-96.67298086157658,-86.81587114748365,-97.30500020700988,-84.9176846574955,-95.51779187727065,-86.28436125021057,-96.04065965988309,-85.13093393498505,-96.47170161741653,-84.00361195635031,-96.41656671606454,-76.08677008057711,-90.82341738024607,-82.07335908418352,-93.19972180783581,-84.54289074759564,-92.86812767253068,-85.4404412978017,-97.15908239510041,-82.89008523536367,-95.07641932192902,-85.41711184451123,-97.39814076163505,-84.28914898427064,-95.34610751885184,-77.4131669464247,-91.79201230937127
2110.0,1,-76.11534334077432,-94.26204363880422,-89.3982141486164,-92.19984434114794,-79.37090375905947,-95.3451305253725,-77.73201431120243,-93.65188306823492,-76.46096147061046,-91.93401150022866,-83.41944285972926,-93.60989132036065,-79.78481194440197,-94.17186957838831,-77.25933555377036,-92.59748789074953,-80.55561481117536,-95.81920947151644,-82.29997606869821,-95.10723448472848,-77.8754943340412,-95.54620370091634,-78.27308007930081,-94.04272740030878,-78.23722423458267,-92.82878614147121,-86.971142554616,-97.89934880044927,-78.84812957609137,-96.62361186431042,-77.81987059905146,-94.43530436035688,-78.68907403224102,-93.23573521847518,-82.92412677697845,-95.19022588899043,-78.8087168097764,-95.03856179496545,-77.39080724785569,-93.7283574873739,-76.7110867298197,-91.51646092664751,-79.02026100781382,-93.93066386413705,-76.64379737612249,-93.89631964954744,-75.70693744739911,-91.88678483684278,-78.82011590816218,-96.64963839867013,-78.62552714573901,-95.93299516129699,-76.69044865813723,-95.16831319663748,-77.08633249958645,-94.05768829034392,-74.48564183551346,-93.73981619168774
2112.0,1,-74.42187301411973,-92.50348363453539,-86.59840018618439,-94.73010169098168,-77.77027785347406,-94.71215675407402,-76.43868866973622,-94.35386949710622,-75.51513778288617,-93.57556454655834,-79.22254504262061,-94.11836668352407,-77.248847184206,-93.16715857237838,-75.59583151299154,-92.70076072084959,-78.51098483694085,-96.15268575971578,-80.43237500061794,-94.39039321019763,-76.63348480499575,-95.21388125688249,-76.76010140468873,-93.34630802828288,-76.25057133071843,-91.72758243107596,-84.96658603422748,-97.87850925747347,-77.67678159427183,-95.51226680492474,-76.78893011805243,-95.50645715499323,-76.5427804120265,-94.47590304140365,-81.07854556458202,-95.20968259847805,-77.21596320943976,-95.25955181506194,-76.44727387433912,-94.64692365557005,-75.95240736447202,-93.51782095726992,-80.3111339411307,-95.0450436164424,-75.54110804727009,-94.1874386141433,-75.60541552731556,-93.05977850920186,-77.93893747849704,-95.02682462054196,-77.06091618640284,-95.42465923078228,-76.65487704372956,-94.86450031042197,-75.86449218146069,-94.55664031113871,-73.66195204827535,-92.92896289886701
2114.0,1,-77.35819218734008,-93.64158314082773,-87.69314767425813,-95.18556463179685,-79.72568240785778,-96.06484105893668,-77.36727002142557,-94.55273878484618,-76.3283711407795,-92.81626397491742,-81.88874093392882,-94.15738575207999,-78.11873646113581,-94.6168307085518,-76.41330878857057,-93.3918698797231,-81.35168070880054,-96.92221371190715,-81.33489135876877,-96.03656624015588,-78.120110295408,-95.58278785417541,-77.35097185578672,-94.40044619173892,-77.72074897452482,-94.26488172636823,-87.84078602805776,-98.1287158745824,-79.60982789744074,-96.02426195397652,-77.27402521642279,-95.07097769701153,-79.05727967787607,-95.52689676583401,-81.53447233469282,-95.72136719323345,-77.65749704330192,-95.57799801749476,-76.96245458330966,-94.37164631945392,-76.59087742501279,-92.90608258688275,-78.1403686799579,-93.14496740434481,-76.59414452891262,-93.46580988967263,-75.91237007030765,-93.51107296857558,-80.54819406019035,-96.44230635858911,-78.2064076341213,-95.19243537852927,-78.48991436762924,-95.84222608009131,-77.0816858167391,-94.07083268809366,-73.72090302608552,-93.88403363513027
2116.0,1,-75.22628501070261,-93.6502831652852,-85.42443986967794,-95.06576773322608,-77.29825465354169,-95.74947843278109,-76.149856550218,-94.27028202182345,-74.79222787231186,-92.61876488255709,-81.6080978824961,-93.63709347484571,-76.92188926017624,-94.41013851030598,-75.18239009202803,-93.06006920017141,-79.08896586935282,-95.97444158384073,-79.11521734415534,-95.28349288241341,-76.59148715034362,-94.88063703761826,-76.3196851473831,-94.48703218992648,-75.49228992907503,-93.48809325333426,-85.59425449726687,-97.65586114451345,-77.13861312459413,-95.46012318238368,-75.24617590040792,-93.88330692354451,-75.60757907472026,-93.82248512091893,-82.4500189159947,-95.26933006562302,-76.74165141677618,-94.88528206575168,-75.27959422227201,-93.95454880674461,-74.8483102156339,-93.08698956837112,-78.59344996033444,-94.46927631177928,-77.07473164876214,-94.99068305046883,-75.07839969017483,-93.59036607630344,-78.29734336712593,-95.4555119294883,-78.72455272575617,-96.58815215972866,-75.82680283931977,-93.89959126434782,-76.16640357592674,-94.64884591155943,-76.36784097558767,-94.1815064628541
2118.0,1,-75.32059728890516,-92.99954229861325,-90.82911229894604,-95.8144742570617,-78.39591432314288,-96.49487955039521,-76.44113834477592,-94.83961202252968,-75.34161796261655,-93.04769173019119,-80.95329260493686,-94.68608459258436,-79.75359326254251,-96.59880215633157,-76.40361265704368,-95.27529260449732,-79.78639974978859,-96.95649365827705,-82.54987271996455,-97.3332568177444,-77.00928475932817,-95.42388677367626,-77.55631514760954,-95.93310338033463,-80.06088748009122,-96.06934633583649,-87.8242051311087,-97.90926596893542,-78.4078019287779,-96.51669908383042,-76.53907540944094,-95.00132677416859,-78.55948120976068,-96.32004970257998,-82.26790326956501,-93.95043010247642,-78.43162575428634,-95.83432464044499,-76.9809341646072,-94.27085674074527,-75.4467023189183,-93.33868840066893,-76.99766235390281,-93.44713685746576,-76.83503132937827,-94.08526154391384,-75.75762690341607,-92.48762466767381,-79.25321254946338,-96.16089636088942,-78.84525160408897,-94.72846717309505,-77.1533080325863,-95.09976704423184,-77.49053824239121,-94.69754635131521,-73.74265637916251,-92.82289320931191
2120.0,1,-84.76952355115691,-92.35533856182309,-88.5542082960181,-95.99918571778161,-85.16946522079274,-95.63689218502387,-82.14772698354469,-93.81267583753485,-81.84973197319275,-92.2541549336255,-85.20731753563005,-95.67606698251899,-84.56951521690934,-94.52701177893732,-83.06252485916959,-93.19099455481089,-86.19735566457074,-96.20281942217572,-86.83166279840522,-96.18962796471672,-83.50459165230822,-94.47402088168657,-84.64713372247671,-94.31156027561384,-83.4581994180713,-94.22789597814099,-89.0404440722039,-97.88211594544302,-84.41187472770417,-95.30638978311224,-81.08672143532183,-93.40000749308429,-83.99428776074797,-95.0363265902655,-84.17413690421864,-96.00772292810191,-82.65448152488192,-94.10583723752791,-81.90895004061187,-92.69970412958293,-81.80944127853671,-91.95487965059644,-78.23657215193788,-95.62434496190649,-82.03495829958128,-93.43131047909938,-82.11668219239178,-92.73348808375272,-83.61478698238243,-94.55534981302318,-82.41102766539159,-94.17565046489852,-83.48937770979633,-93.54940171195844,-82.646438324223,-93.01270623942546,-78.18690664461752,-93.34499574515449
2122.0,1,-76.36331394371379,-93.26424497899934,-86.58334467387398,-95.16890990976977,-78.5488872595017,-94.89919679102178,-77.6224590364476,-93.75969279905455,-76.85768144501701,-92.26960005572509,-82.84762287806721,-93.2937086499556,-78.9804615455097,-94.7642815843275,-77.17335890013479,-94.47574904336255,-80.72510643996166,-95.64139967207198,-81.19830811281449,-95.5122790917582,-77.65657676985815,-94.06210382787052,-77.53002907545957,-94.25873678700802,-77.14960146873828,-93.70183610612399,-85.79127543893887,-98.54457720365836,-78.82218003730634,-95.21722305766941,-77.0909803615495,-93.4637122372286,-78.20708787834592,-94.79439327283836,-81.47778332682495,-94.81183479997541,-77.75091875699138,-94.31797467208321,-76.93924611931718,-93.17125392975873,-76.63377275641481,-92.07123260952494,-77.9056854059046,-93.23610242192964,-76.08414217606031,-92.83377052991156,-76.28681901675104,-92.34698379650801,-78.9578089863928,-95.20503992278357,-77.37318540656175,-93.7418362607375,-77.80433911977354,-94.12020593547149,-77.25835064833612,-93.17179371877089,-74.07113068597832,-92.18956365336348
2124.0,1,-77.24102206517303,-94.63373338153522,-86.53523402732802,-95.09403803057097,-79.56917022448907,-95.16107844448534,-77.58075134536466,-94.40911732988381,-76.47835857699205,-92.22345994795056,-79.45740438766472,-93.15904510143108,-77.68669670219943,-93.89661443127383,-77.40010912121463,-93.43849330384313,-79.93196320194896,-95.89691484359649,-80.2431004680266,-94.95639161404206,-78.44627894793584,-94.97765642619837,-77.45104998339681,-94.73218885736262,-75.95054984138554,-93.66613251694338,-86.89570473592057,-97.92675045370322,-78.94518793924385,-96.05037781348727,-77.27878534436189,-95.22444817994428,-77.98467034130348,-95.06103236644341,-83.83328830772643,-95.44448537143815,-79.13834599344612,-95.50908699326634,-77.17284409840464,-94.85698894281907,-76.27458903677257,-92.57135539357962,-79.24128185912393,-92.76249039775145,-78.08398398585327,-93.68077168553063,-76.22467499769306,-93.4459929408638,-80.43953918143444,-95.69551522908279,-80.2013487423636,-96.36788952697053,-78.7367393698967,-95.09431074594724,-78.1005181730689,-94.3565792549685,-76.23279799778844,-93.34637675461548
